rank,College Name,Location,nces_id,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio,SAT Math,SAT R/W,Admission Rate,Admissions Deadline,Overall Grade,College Grade Card,Popular Majors,College Description,Avg Salary,Employment Rate,College Highlights
1360,Goldey-Beacom College,Wilmington,130989.0,DE,4701 Limestone Rd Wilmington Delaware 19808,(302) 998-8814,www.gbc.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,1184 (676 undergraduate),19 to 1,,,,,B-,"Academics : B-,Value : B+,Diversity : A-,Campus : C-,Athletics : B-,Party Scene : C,Professors : C,Location : B,Dorms : C+,Campus Food : Unavailable,Student Life : C+,Safety : B+","Business,Accounting,Finance,Psychology,Criminal Justice and Safety Studies,Human Resources,Liberal Arts and Humanities,Legal Studies,Sport and Fitness Management,Entrepreneurship","An independent, multilevel college, Goldey-Beacom College offers challenging undergraduate and graduate programs. As a teaching-oriented institution of higher learning, the College emphasizes instructional excellence in the classroom and is committed to sustaining faculty who are caring, dedicated and knowledgeable in their respective fields, who motivate their students to realize their full learning potential, and, above all, who represent teaching excellence.","$44,500/ year
National avg salary is $33,028","92%
National is 83%","Best Colleges for Criminal Justice in America:288 of 666,Hardest Colleges to Get Into in America:384 of 1,702,Most Conservative Colleges in America:455 of 854"
1361,Thomas College,Waterville,161563.0,ME,180 W River Rd Waterville Maine 04901-5097,(207) 859-1111,www.thomas.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,1705 (1601 undergraduate),26 to 1,,,,,C,"Academics : C,Value : B-,Diversity : A-,Campus : C+,Athletics : C+,Party Scene : C+,Professors : C,Location : C+,Dorms : B+,Campus Food : C,Student Life : B-,Safety : A","Business,Psychology,Criminal Justice and Law Enforcement Administration,Sport and Fitness Management,Accounting,Computer Science,Computer and Information Systems Security,Liberal Arts and Humanities,Marketing,Early Childhood Education","Thomas is a private college located in Waterville, Maine. It is a small institution with an enrollment of 752 undergraduate students. The Thomas acceptance rate is 100%. Popular majors include Business, Psychology, and Criminal Justice and Law Enforcement Administration. Graduating 52% of students, Thomas alumni go on to earn a starting salary of $30,600.","$38,100/ year
National avg salary is $33,028","93%
National is 83%","Safest College Campuses in America:187 of 1,387,Best College Dorms in America:372 of 1,392,Most Conservative Colleges in America:421 of 854"
1362,Saint Mary-of-the-Woods College,Saint Mary of the Woods,152381.0,IN,1 St Mary of Woods Coll Saint Mary of the Woods Indiana 47876-1099,(812) 535-5151,www.smwc.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1099 (761 undergraduate),8 to 1,,,,,B,"Academics : B-,Value : B,Diversity : B,Campus : A-,Athletics : C,Party Scene : C+,Professors : B-,Location : B-,Dorms : B+,Campus Food : B,Student Life : B,Safety : A+","Special Education and Teaching,Nursing,Psychology,Business,Equine Studies,Graphic Design,Human Services,Criminology,Human Resources,Marketing","Saint Mary-of-the-Woods is an above-average private, Catholic college located in Sugar Creek Township, Indiana. It is a small institution with an enrollment of 629 undergraduate students. Admissions is somewhat competitive as the Saint Mary-of-the-Woods acceptance rate is 67%. Popular majors include Special Education and Teaching, Nursing, and Psychology. Graduating 56% of students, Saint Mary-of-the-Woods alumni go on to earn a starting salary of $28,000.","$32,300/ year
National avg salary is $33,028","88%
National is 83%","Best Online Colleges in America:73 of 326,Best Catholic Colleges in America:87 of 164,Best Colleges for Design in America:185 of 419"
1363,Southwest Baptist University,Bolivar ,179326.0,MO,1600 University Ave Bolivar Missouri 65613-2596,(800) 526-5859,www.sbuniv.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,3039 (2379 undergraduate),12 to 1,,,,,C+,"Academics : B-,Value : C+,Diversity : B+,Campus : C+,Athletics : B,Party Scene : C,Professors : B-,Location : C,Dorms : B,Campus Food : C+,Student Life : C+,Safety : A-","Nursing,Business,Elementary Education,Psychology,Kinesiology and Exercise Science,Radiologic Technician,Theological and Ministerial Studies,Biology,Healthcare Management,Mathematics","Southwest Baptist is a private, Christian university located in Bolivar, Missouri in the Springfield, MO Area. It is a small institution with an enrollment of 1,701 undergraduate students. Admissions is somewhat competitive as the Southwest Baptist acceptance rate is 71%. Popular majors include Nursing, Business, and Elementary Education. Graduating 46% of students, Southwest Baptist alumni go on to earn a starting salary of $28,600.","$33,700/ year
National avg salary is $33,028","93%
National is 83%","Most Conservative Colleges in America:188 of 854,Safest College Campuses in America:316 of 1,387,Best College Athletics in America:509 of 1,422"
1364,McPherson College,McPherson,155511.0,KS,1600 E. Euclid McPherson Kansas 67460-1402,(620) 242-0400,www.mcpherson.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,868 (838 undergraduate),15 to 1,,,,,B-,"Academics : B-,Value : B-,Diversity : A,Campus : C+,Athletics : B,Party Scene : C+,Professors : C+,Location : B-,Dorms : B,Campus Food : C+,Student Life : C+,Safety : A","Mechanical Engineering Technician,Accounting,Business,Elementary Education,Health Service Preparatory Studies,Physical Education Teaching and Coaching,Biochemistry and Molecular Biology,Graphic Design,Human Services,Biology",Knowledge meets craft.,"$39,300/ year
National avg salary is $33,028","91%
National is 83%","Safest College Campuses in America:139 of 1,387,Hardest Colleges to Get Into in America:288 of 1,702,Most Diverse Colleges in America:445 of 1,616"
1365,Louisiana State University of Alexandria,Alexandria,,,,,,,,,,,,,,,,,,,,,
1366,Anna Maria College,Paxton,164492.0,MA,50 Sunset Lane Paxton Massachusetts 01612-1198,(508) 849-3300,www.annamaria.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,1492 (1126 undergraduate),12 to 1,,,,,,,,,,,
1367,Finlandia University,Hancock,172440.0,MI,601 Quincy St Hancock Michigan 49930-1832,(906) 482-5300,www.finlandia.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,402 (all undergraduate),10 to 1,,,,,C,"Academics : C,Value : C,Diversity : A,Campus : C-,Athletics : B-,Party Scene : C+,Professors : B-,Location : B-,Dorms : C,Campus Food : C,Student Life : C-,Safety : B-","Business,Physical Therapy Technician,Nursing,Liberal Arts and Humanities,Police and Criminal Science,Arts,Biology,Communications,Graphic Design,English","FinnU is a private, Christian university located in Hancock, Michigan. It is a small institution with an enrollment of 370 undergraduate students. Admissions is somewhat competitive as the FinnU acceptance rate is 72%. Popular majors include Business, Physical Therapy Technician, and Nursing. Graduating 37% of students, FinnU alumni go on to earn a starting salary of $26,800.","$32,400/ year
National avg salary is $33,028","89%
National is 83%",Data Not Available
1368,Rocky Mountain College of Art and Design,Lakewood,127945.0,CO,1600 Pierce St Lakewood Colorado 80214,(303) 753-6046,www.rmcad.edu/,4-year Private for-profit,Less than one year certificateBachelor's degreeMaster's degree,No,1643 (1631 undergraduate),10 to 1,,,,,C+,"Academics : C+,Value : C+,Diversity : B+,Campus : B+,Athletics : Unavailable,Party Scene : B-,Professors : C+,Location : B-,Dorms : Unavailable,Campus Food : Unavailable,Student Life : B-,Safety : B+","Illustration,Computer Graphics,Animation, Video Graphics and Special Effects,Interior Design,Game Design and Interactive Media,Commercial Photography,Fashion and Apparel Design,Studio Arts,Art Teacher Education,Education","Creativity lives here! Located in beautiful Denver, Colorado, Rocky Mountain College of Art + Design is an innovative, rigorous and community-oriented global learning environment that inspires passion for critical thinking, preparing learners to be forces of change in their industries, communities and the world. ","$33,000/ year
National avg salary is $33,028","88%
National is 83%","Best Colleges for Design in America:63 of 419,Best Colleges for Art in America:103 of 733,Best Colleges for Computer Science in America:245 of 868"
1369,Keuka College,Keuka Park,192192.0,NY,141 Central Avenue Keuka Park New York 14478,(315) 279-5000,www.keuka.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificate,Yes,1535 (1301 undergraduate),12 to 1,,,,,C+,"Academics : B-,Value : B,Diversity : B,Campus : C-,Athletics : C+,Party Scene : C,Professors : B-,Location : C-,Dorms : C,Campus Food : C-,Student Life : C-,Safety : C+","Social Work and Youth Services,Business,Nursing,Occupational Therapy,Criminal Justice and Law Enforcement Administration,Sign Language,Psychology,Special Education and Teaching,Social Sciences,Biology","Keuka College is a four-year, private, residential liberal arts institution along the shores of majestic Keuka Lake. Keuka College offers an array of academic opportunities, allowing you to explore a uniquely personalized educational experience. You can choose from 37 undergraduate majors, 28 minors, 30+ concentrations, 8 pre-professional programs, and 7 graduate degree options. Our newest majors include Esports Management and Community Health & Wellness.  We over 30 clubs and organizations and14 Empire 8 varsity sports. Located in the heart of the Finger Lakes, you're sure to discover your potential and define your future at Keuka College. ","$43,800/ year
National avg salary is $33,028","94%
National is 83%","Best Colleges for Kinesiology and Physical Therapy in America:236 of 585,Most Liberal Colleges in America:289 of 849,Hardest Colleges to Get Into in America:809 of 1,702"
1370,Covenant College,Lookout Mountain,139393.0,GA,14049 Scenic Highway Lookout Mountain Georgia 30750-4164,(706) 820-1560,www.covenant.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,911 (865 undergraduate),12 to 1,,,,,B,"Academics : B-,Value : A-,Diversity : B,Campus : B+,Athletics : B-,Party Scene : C,Professors : B,Location : B-,Dorms : B,Campus Food : C,Student Life : B,Safety : A-","Psychology,Economics,Liberal Arts and Humanities,Biblical Studies,Biology,Information Science,Arts,Business,Elementary Education,English",Covenant College seeks to inspire and equip our students to be faithful stewards of their God-given abilities - all of our programs are designed with this in mind.,"$41,200/ year
National avg salary is $33,028","92%
National is 83%","Best Christian Colleges in America:126 of 364,Best Liberal Arts Colleges in America:132 of 210,Most Conservative Colleges in America:165 of 854"
1371,Edward Waters College,Jacksonville,133526.0,FL,1658 Kings Rd Jacksonville Florida 32209,(904) 470-8000,www.ewc.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,2273 (all undergraduate),17 to 1,,,,,,,,,,,
1372,Gulf Coast State College,Panama City,134343.0,FL,5230 West U.S. Highway 98 Panama City Florida 32401,(850) 769-1551,www.gulfcoast.edu/default.htm,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,4410 (all undergraduate),18 to 1,,,,,C,"Academics : C-,Value : B-,Diversity : B-,Campus : B+,Athletics : B-,Party Scene : C,Professors : C,Location : B+,Dorms : Unavailable,Campus Food : Unavailable,Student Life : C+,Safety : B+","Liberal Arts and Humanities,Nursing,Network, Database, and System Administration,Emergency Medical Technician (EMT Paramedic),Surgical Technologist,Police and Criminal Science,Business,Fire Science and Fire Fighting,Culinary Arts and Food Service,Criminal Justice and Law Enforcement Administration","Gulf Coast State is a public college located in Panama City, Florida. It is a small institution with an enrollment of 1,625 undergraduate students. The Gulf Coast State acceptance rate is 100%. Popular majors include Liberal Arts and Humanities, Nursing, and Network, Database, and System Administration. Graduating 41% of students, Gulf Coast State alumni go on to earn a starting salary of $25,400.","$29,700/ year
National avg salary is $33,028","86%
National is 83%","Safest College Campuses in America:431 of 1,387,Best College Locations in America:528 of 1,634,Most Conservative Colleges in America:598 of 854"
