nces_id,College Name,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio
204802,Ohio University-Eastern Campus,OH,45425 National Rd W Saint Clairsville Ohio 43950,(740) 695-1720,www.ohio.edu/eastern/,4-year primarily associate's Public,Associate's degreeBachelor's degree,No,1054 (all undergraduate),16 to 1
204848,Ohio University-Lancaster Campus,OH,1570 Granville Pike Lancaster Ohio 43130-1037,(740) 654-6711,www.ohio.edu/lancaster/,4-year primarily associate's Public,Associate's degreeBachelor's degree,No,2516 (all undergraduate),19 to 1
204857,Ohio University-Main Campus,OH,020 Chubb Hall Athens Ohio 45701-2979,(740) 593-1000,www.ohio.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,25714 (19284 undergraduate),16 to 1
204839,Ohio University-Southern Campus,OH,1804 Liberty Ave Ironton Ohio 45638,(740) 533-4600,www.ohio.edu/southern/,4-year primarily associate's Public,Associate's degreeBachelor's degree,No,2535 (all undergraduate),17 to 1
204866,Ohio University-Zanesville Campus,OH,1425 Newark Rd Zanesville Ohio 43701,(740) 453-0762,www.ohio.edu/zanesville/,4-year primarily associate's Public,Associate's degreeBachelor's degree,No,2097 (all undergraduate),17 to 1
237640,Ohio Valley University,WV,1 Campus View Drive Vienna West Virginia 26105-8000,(304) 865-6000,www.ovu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,273 (253 undergraduate),9 to 1
204909,Ohio Wesleyan University,OH,61 S Sandusky Street Delaware Ohio 43015-2370,(740) 368-2000,www.owu.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1426 (all undergraduate),10 to 1
194189,Ohr Hameir Theological Seminary,NY,141 Furnace Woods Rd Peekskill New York 10566,(914) 736-1500,ohrhameir.com/,4-year Private not-for-profit,Bachelor's degree,Yes,92 (all undergraduate),15 to 1
207403,Oklahoma Baptist University,OK,500 W University Shawnee Oklahoma 74804,(405) 275-2850,www.okbu.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1763 (1647 undergraduate),14 to 1
207324,Oklahoma Christian University,OK,2501 E Memorial Rd Edmond Oklahoma 73013,(405) 425-5000,www.oc.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,2055 (1755 undergraduate),15 to 1
207458,Oklahoma City University,OK,2501 N Blackwelder Oklahoma City Oklahoma 73106-1402,(405) 208-5000,www.okcu.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,2617 (1527 undergraduate),10 to 1
207351,Oklahoma Panhandle State University,OK,323 Eagle Ave Goodwell Oklahoma 73939-0430,(580) 349-2611,www.opsu.edu/,4-year Public,One but less than two years certificateAssociate's degreeBachelor's degree,Yes,1337 (all undergraduate),18 to 1
207564,Oklahoma State University Institute of Technology,OK,1801 E 4th St Okmulgee Oklahoma 74447-3901,(918) 293-4678,osuit.edu/,4-year primarily associate's Public,Less than one year certificateAssociate's degreeBachelor's degree,Yes,2349 (all undergraduate),17 to 1
207388,Oklahoma State University-Main Campus,OK,107 Whitehurst Stillwater Oklahoma 74078-1015,(405) 744-5000,www.okstate.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,24535 (20323 undergraduate),18 to 1
207397,Oklahoma State University-Oklahoma City,OK,900 N Portland Oklahoma City Oklahoma 73107-6195,(405) 947-4421,www.osuokc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,4949 (all undergraduate),20 to 1
206835,Oklahoma Wesleyan University,OK,2201 Silver Lake Rd Bartlesville Oklahoma 74006-6299,(918) 333-6151,www.okwu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,934 (791 undergraduate),9 to 1
232982,Old Dominion University,VA,5115 Hampton Blvd Norfolk Virginia 23529,(757) 683-3000,www.odu.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,24286 (19622 undergraduate),18 to 1
171599,Olivet College,MI,320 South Main Street Olivet Michigan 49076,(800) 456-7189,www.olivetcollege.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1023 (968 undergraduate),15 to 1
147828,Olivet Nazarene University,IL,One University Avenue Bourbonnais Illinois 60914-2271,(815) 939-5011,www.olivet.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,3764 (2802 undergraduate),14 to 1
236188,Olympic College,WA,1600 Chester Ave Bremerton Washington 98337-1699,(360) 792-6050,www.olympic.edu/,4-year primarily associate's Public,One but less than two years certificateAssociate's degreeBachelor's degree,Yes,5357 (all undergraduate),18 to 1
207582,Oral Roberts University,OK,7777 S Lewis Ave. Tulsa Oklahoma 74171,(918) 495-6161,oru.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateBachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,4317 (3682 undergraduate),16 to 1
209490,Oregon Health & Science University,OR,3181 SW Sam Jackson Park Rd Portland Oregon 97239-3098,(503) 494-7800,www.ohsu.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,No,3035 (809 undergraduate),10 to 1
209506,Oregon Institute of Technology,OR,3201 Campus Drive Klamath Falls Oregon 97601-8801,(541) 885-1000,www.oit.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,5323 (5184 undergraduate),16 to 1
209542,Oregon State University,OR,1500 SW Jefferson Avenue Corvallis Oregon 97331,(541) 737-0123,oregonstate.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,32312 (26644 undergraduate),18 to 1
120403,Otis College of Art and Design,CA,9045 Lincoln Blvd Los Angeles California 90045-3505,(800) 527-6847,www.otis.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1073 (1030 undergraduate),7 to 1
155636,Ottawa University-Kansas City,KS,4370 W. 109th Street Suite 200 Overland Park Kansas 66211,(913) 451-1431,www.ottawa.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,No,532 (257 undergraduate),4 to 1
428259,Ottawa University-Milwaukee,WI,245 South Executive Drive Suite 110 Brookfield Wisconsin 53005,(262) 879-0200,www.ottawa.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,No,237 (105 undergraduate),2 to 1
454582,Ottawa University-Online,KS,All programs offered completely via Distance education1001 South Cedar Ottawa Kansas 66067,(785) 242-5200,www.ottawa.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,No,221 (163 undergraduate),2 to 1
155627,Ottawa University-Ottawa,KS,1001 South Cedar Ottawa Kansas 66067-3399,(785) 242-5200,www.ottawa.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,797 (720 undergraduate),10 to 1
105367,Ottawa University-Phoenix,AZ,9414 North 25th Avenue Phoenix Arizona 85021,(602) 371-1188,www.ottawa.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree,No,1051 (396 undergraduate),6 to 1
464226,Ottawa University-Surprise,AZ,15950 N. Civic Center Plaza Surprise Arizona 85374,(855) 546-1342,www.ottawa.edu/ouaz/home/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,831 (726 undergraduate),10 to 1
204936,Otterbein University,OH,1 South Grove Street Westerville Ohio 43081,(614) 890-3000,www.otterbein.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,2652 (2313 undergraduate),11 to 1
107512,Ouachita Baptist University,AR,410 Ouachita St Arkadelphia Arkansas 71998-0001,(870) 245-5000,www.obu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1704 (1664 undergraduate),12 to 1
227331,Our Lady of the Lake University,TX,411 SW 24th St. San Antonio Texas 78207-4689,(210) 434-6711,www.ollusa.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,2771 (1294 undergraduate),11 to 1
178679,Ozark Christian College,MO,1111 N Main St Joplin Missouri 64801,(417) 626-1236,www.occ.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,629 (all undergraduate),14 to 1
194310,Pace University,NY,1 Pace Plaza New York New York 10038-1598,(212) 346-1200,www.pace.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,12835 (7994 undergraduate),14 to 1
407610,Pacific Bible College,OR,28 S Fir Street STE 212 Medford Oregon 97501,(541) 776-9942,pacificbible.edu/,4-year primarily associate's Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,No,47 (all undergraduate),3 to 1
422695,Pacific College,CA,3160 Red Hill Ave Costa Mesa California 92626,(714) 662-4402,www.pacific-college.edu/,4-year primarily associate's Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,No,249 (240 undergraduate),9 to 1
414595,Pacific College of Oriental Medicine-New York,NY,110 William St. 19th Fl New York New York 10038,(212) 982-3456,www.pacificcollege.edu/,4-year Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,No,677 (248 undergraduate),9 to 1
236230,Pacific Lutheran University,WA,12180 Park Ave South Tacoma Washington 98447-0003,(253) 535-8145,www.plu.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,2907 (2544 undergraduate),12 to 1
209603,Pacific Northwest College of Art,OR,511 NW Broadway Portland Oregon 97209-3404,(503) 226-4391,pnca.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,569 (445 undergraduate),11 to 1
120768,Pacific Oaks College,CA,45 W Eureka Street Pasadena California 91103,(877) 314-2380,www.pacificoaks.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,No,1238 (496 undergraduate),6 to 1
457484,Pacific Rim Christian University,HI,2223 Hoonee Pl. Honolulu Hawaii 96819-2228,(808) 518-4791,www.pacrim.edu/#home,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,147 (123 undergraduate),7 to 1
120838,Pacific States University,CA,3424 Wilshire Blvd. 12th floor Los Angeles California 90010-2263,(323) 731-2383,www.psuca.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,No,26 (2 undergraduate),5 to 1
120865,Pacific Union College,CA,One Angwin Ave Angwin California 94508-9707,(707) 965-6313,www.puc.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,959 (955 undergraduate),13 to 1
209612,Pacific University,OR,2043 College Way Forest Grove Oregon 97116,(877) 722-8648,www.pacificu.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,3808 (1758 undergraduate),10 to 1
130110,Paier College of Art Inc,CT,20 Gorham Ave Hamden Connecticut 06514-3902,(203) 287-3031,www.paier.edu/,4-year Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,No,128 (all undergraduate),7 to 1
140720,Paine College,GA,1235 15th St Augusta Georgia 30901-3182,(706) 821-8200,www.paine.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,189 (all undergraduate),5 to 1
136330,Palm Beach Atlantic University,FL,901 S. Flagler Drive West Palm Beach Florida 33401,(561) 803-2000,www.pba.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreeMaster's degreeDoctor's degree - professional practice,Yes,3704 (2916 undergraduate),12 to 1
136358,Palm Beach State College,FL,4200 Congress Ave Lake Worth Florida 33461-4796,(561) 967-7222,www.palmbeachstate.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,No,26666 (all undergraduate),29 to 1
154174,Palmer College of Chiropractic,IA,1000 Brady St Davenport Iowa 52803-5287,(563) 884-5000,www.palmer.edu/,4-year Private not-for-profit,Bachelor's degreeDoctor's degree - professional practice,Yes,2178 (34 undergraduate),6 to 1
120698,Palo Alto University,CA,1791 Arastradero Rd Palo Alto California 94304-1337,(800) 818-6136,www.paloaltou.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - professional practice,No,1163 (76 undergraduate),12 to 1
178721,Park University,MO,8700 NW River Park Dr Parkville Missouri 64152-3795,(816) 741-2000,www.park.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,10165 (8504 undergraduate),15 to 1
